TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 7f2e7a25b42b7595ef4c1c9437922
ERRORS:
**** Item %ABYSS for user (CHAABER) is repeated in want list for 457.
**** Item %BLUEPRINTS for user (CHAABER) is repeated in want list for 454.
**** Item %BLUEPRINTS for user (CHAABER) is repeated in want list for 455.
**** Item %BOHNANZA for user (CHAABER) is repeated in want list for 455.
**** Item %BORA_BORA for user (DONKICHOTE87) is repeated in want list for 636.
**** Item %BORA_BORA for user (DONKICHOTE87) is repeated in want list for 637.
**** Item %BORA_BORA for user (DONKICHOTE87) is repeated in want list for 638.
**** Item %CONCORDIA for user (SOAMAZINGLYBAD) is repeated in want list for 513.
**** Item %CONCORDIA for user (SOAMAZINGLYBAD) is repeated in want list for 514.
**** Item %FIELDS_OF_ARLE for user (RADZISZZ) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %FIELDS_OF_ARLE for user (RADZISZZ) is repeated in want list for 181.
**** Item %FIELDS_OF_ARLE for user (RADZISZZ) is repeated in want list for 184.
**** Item %MICE_AND_MYSTICS for user (DONKICHOTE87) is repeated in want list for 639.
**** Item %THE_PILLARS_OF_THE_EARTH for user (CHAABER) is repeated in want list for 456.
**** Item %THE_PILLARS_OF_THE_EARTH for user (CHAABER) is repeated in want list for 458.
**** Item %WATSON_HOLMES for user (CHAABER) is repeated in want list for 454.
**** Item %YAMATAI for user (DONKICHOTE87) is repeated in want list for 639.
**** Item 259 is repeated in want list for 721.
**** Item 337 is repeated in want list for 512.
**** Item 474 is repeated in want list for 471.
**** Item 502 is repeated in want list for 179.
**** Item 539 is repeated in want list for 547.
**** Item 783 has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item 925 is repeated in want list for 26.
**** Unknown item 264 (5 occurrences)
**** Unknown item 265 (12 occurrences)
**** Unknown item 266 (9 occurrences)
**** Unknown item 267 (1 occurrence)
**** Unknown item 268 (2 occurrences)
**** Unknown item 269 (1 occurrence)
**** Unknown item 270 (1 occurrence)
**** Unknown item 271 (1 occurrence)
**** Unknown item 416 (5 occurrences)
**** Unknown item 417 (6 occurrences)
**** Unknown item 418 (12 occurrences)
**** Unknown item 419 (6 occurrences)
**** Unknown item 420 (7 occurrences)
**** Unknown item 421 (1 occurrence)
**** Unknown item 43 (2 occurrences)
**** Unknown item 44 (1 occurrence)
**** Unknown item 47 (5 occurrences)
**** Unknown item 475 (6 occurrences)
**** Unknown item 476 (8 occurrences)
**** Unknown item 478 (7 occurrences)
**** Unknown item 652 (1 occurrence)
**** Unknown item 654 (4 occurrences)
**** Unknown item 659 (15 occurrences)
**** Unknown item 661 (15 occurrences)
**** Unknown item 662 (2 occurrences)
**** Unknown item 663 (3 occurrences)
**** Unknown item 786 (1 occurrence)
**** Unknown item 788 (7 occurrences)
**** Unknown item 789 (14 occurrences)
**** Unknown item 826 (1 occurrence)
**** Unknown item MARVEL_DICE_MASTERS__THE_UNCANNY_X_MEN___COLLECTOR_S_BOX (1 occurrence)

TRADE LOOPS (171 total trades):
(KOSTERNIK) 801                  does not trade
(KOSTERNIK) 802                  does not trade
(KRIONAH) 644                    does not trade
(KRIONAH) 645                    does not trade
(KRIONAH) 646        receives (SOAMAZINGLYBAD) 513 and sends to (ZEWSI) 507
(KRIONAH) 647                    does not trade
(KRIONAH) 648                    does not trade
(KRISSOS) 608        receives (KMET) 543           and sends to (SHADOWA) 706
(KRISSOS) 609                    does not trade
(KRISSOS) 610        receives (MARCIND) 783        and sends to (OMAM1234) 177
(KRISSOS) 611        receives (MONGEA) 886         and sends to (SLAWSLOM) 732
(KRISSOS) 612        receives (CZYZYK29) 540       and sends to (8JANEK8) 283
(KRISSOS) 613                    does not trade
(KRYSTEK) 657        receives (CRSUNIK) 815        and sends to (LAGETH) 590
(KRYSTEK) 658        receives (PPIECHUU) 510       and sends to (MEFIUG) 164
(KRZYSIEKL) 949      receives (NAWIA) 466          and sends to (STASZEK) 750
(KRZYSIEKL) 952                  does not trade
(KRZYSIEKL) 957                  does not trade
(KRZYSIEKL) 958                  does not trade
(KRZYSIEKL) 959      receives (TIAMAT997) 204      and sends to (KUBAP) 955
(KUBAP) 872                      does not trade
(KUBAP) 874                      does not trade
(KUBAP) 875                      does not trade
(KUBAP) 879                      does not trade
(KUBAP) 880                      does not trade
(KUBAP) 882                      does not trade
(KUBAP) 883                      does not trade
(KUBAP) 885                      does not trade
(KUBAP) 887                      does not trade
(KUBAP) 889                      does not trade
(KUBAP) 890                      does not trade
(KUBAP) 891                      does not trade
(KUBAP) 893                      does not trade
(KUBAP) 895                      does not trade
(KUBAP) 898                      does not trade
(KUBAP) 899                      does not trade
(KUBAP) 900                      does not trade
(KUBAP) 901                      does not trade
(KUBAP) 903                      does not trade
(KUBAP) 904                      does not trade
(KUBAP) 906                      does not trade
(KUBAP) 908                      does not trade
(KUBAP) 910                      does not trade
(KUBAP) 911                      does not trade
(KUBAP) 913                      does not trade
(KUBAP) 914                      does not trade
(KUBAP) 916                      does not trade
(KUBAP) 919                      does not trade
(KUBAP) 921                      does not trade
(KUBAP) 923                      does not trade
(KUBAP) 926                      does not trade
(KUBAP) 928                      does not trade
(KUBAP) 929                      does not trade
(KUBAP) 931                      does not trade
(KUBAP) 933                      does not trade
(KUBAP) 936                      does not trade
(KUBAP) 937                      does not trade
(KUBAP) 939                      does not trade
(KUBAP) 941                      does not trade
(KUBAP) 942                      does not trade
(KUBAP) 943                      does not trade
(KUBAP) 945          receives (REGUUU) 705         and sends to (PIECHU) 518
(KUBAP) 948                      does not trade
(KUBAP) 951          receives (KASHYA) 410         and sends to (KASZKIET) 5
(KUBAP) 953                      does not trade
(KUBAP) 955          receives (KRZYSIEKL) 959      and sends to (FREYA2226) 620
(KUBAP) 956                      does not trade
(KUBAP) 962                      does not trade
(KUBAP) 963          receives (CRSUNIK) 814        and sends to (SIPIO) 494
(KUBAP) 964                      does not trade
(KUBAP) 965                      does not trade
(KUBAP) 966          receives (STASZEK) 750        and sends to (MUK83) 321
(KUBAP) 967                      does not trade
(KUBAP) 968                      does not trade
(KUCHAR1) 763                    does not trade
(LAGETH) 590         receives (KRYSTEK) 657        and sends to (PPIECHUU) 510
(LAGETH) 592                     does not trade
(LARRY2903) 23                   does not trade
(LARRY2903) 24                   does not trade
(LARRY2903) 25                   does not trade
(LARRY2903) 26                   does not trade
(LOTHRAIN) 506       receives (MEFIUG) 150         and sends to (MALEKITH_86) 695
(LYSYPK) 459                     does not trade
(LYSYPK) 460                     does not trade
(LYSYPK) 461                     does not trade
(LYSYPK) 462                     does not trade
(MAGOLE) 614                     does not trade
(MAGOLE) 615                     does not trade
(MAGOLE) 616                     does not trade
(MAGOLE) 617         receives (CYBEROWCA) 183      and sends to (RAZUL) 600
(MAJKOS) 116         receives (MAT_EYO) 823        and sends to (BARTP) 199
(MAJKOS) 117                     does not trade
(MAJKOS) 118                     does not trade
(MAJKOS) 119                     does not trade
(MAJKOS) 120                     does not trade
(MAJKOS) 316         receives (RAZUL) 129          and sends to (NARO) 110
(MALEKITH_86) 691                does not trade
(MALEKITH_86) 692                does not trade
(MALEKITH_86) 693                does not trade
(MALEKITH_86) 694                does not trade
(MALEKITH_86) 695    receives (LOTHRAIN) 506       and sends to (ZERO_1627) 556
(MALEKITH_86) 696                does not trade
(MARCIND) 767                    does not trade
(MARCIND) 769                    does not trade
(MARCIND) 779                    does not trade
(MARCIND) 783        receives (RAZUL) 535          and sends to (KRISSOS) 610
(MARCIND) 784                    does not trade
(MARCIND) 792                    does not trade
(MARCIND) 793                    does not trade
(MARCIND) 794        receives (REGUUU) 699         and sends to (MEFIUG) 150
(MARCIND) 795                    does not trade
(MARCIND) 796        receives (SHADOWA) 706        and sends to (RAZUL) 138
(MARCIND) 797                    does not trade
(MARCIND) 798        receives (ELMOTOJA) 758       and sends to (HARUN) 136
(MARKOO) 773                     does not trade
(MARKOO) 776                     does not trade
(MARKOO) 777                     does not trade
(MARK_XIII) 446                  does not trade
(MARK_XIII) 447                  does not trade
(MARK_XIII) 448                  does not trade
(MARK_XIII) 449                  does not trade
(MAT_EYO) 822        receives (FURAN) 837          and sends to (PIECHU) 240
(MAT_EYO) 823        receives (RAZUL) 390          and sends to (MAJKOS) 116
(MAT_EYO) 825        receives (GINET1) 602         and sends to (CRSUNIK) 804
(MAT_EYO) 827                    does not trade
(MAT_EYO) 828                    does not trade
(MCARON1) 371                    does not trade
(MCARON1) 372                    does not trade
(MCARON1) 373                    does not trade
(MCARON1) 633        receives (ELPRZYBYLLO) 90     and sends to (TIAMAT997) 204
(MEFIUG) 125                     does not trade
(MEFIUG) 127         receives (FURAN) 836          and sends to (GURTH) 404
(MEFIUG) 128                     does not trade
(MEFIUG) 132         receives (4810861U) 185       and sends to (MIOTELKA) 630
(MEFIUG) 135                     does not trade
(MEFIUG) 139                     does not trade
(MEFIUG) 141                     does not trade
(MEFIUG) 144                     does not trade
(MEFIUG) 146                     does not trade
(MEFIUG) 148         receives (SIPIO) 489          and sends to (TOMASCH) 719
(MEFIUG) 150         receives (MARCIND) 794        and sends to (LOTHRAIN) 506
(MEFIUG) 154                     does not trade
(MEFIUG) 156                     does not trade
(MEFIUG) 158                     does not trade
(MEFIUG) 159                     does not trade
(MEFIUG) 161                     does not trade
(MEFIUG) 164         receives (KRYSTEK) 658        and sends to (SOAMAZINGLYBAD) 513
(MEFIUG) 170                     does not trade
(MEFIUG) 280                     does not trade
(MIOTELKA) 627                   does not trade
(MIOTELKA) 628                   does not trade
(MIOTELKA) 629                   does not trade
(MIOTELKA) 630       receives (MEFIUG) 132         and sends to (KASZKIET) 8
(MIOTELKA) 631                   does not trade
(MNOWACZY) 121                   does not trade
(MNOWACZY) 122                   does not trade
(MNOWACZY) 124                   does not trade
(MONGEA) 867                     does not trade
(MONGEA) 868                     does not trade
(MONGEA) 869                     does not trade
(MONGEA) 870                     does not trade
(MONGEA) 871                     does not trade
(MONGEA) 873                     does not trade
(MONGEA) 876         receives (BAARTOSZZ) 99       and sends to (BAARTOSZZ) 101
(MONGEA) 877                     does not trade
(MONGEA) 881                     does not trade
(MONGEA) 884                     does not trade
(MONGEA) 886         receives (SLAWSLOM) 732       and sends to (KRISSOS) 611
(MONGEA) 888                     does not trade
(MONGEA) 892                     does not trade
(MONGEA) 894                     does not trade
(MONGEA) 896                     does not trade
(MONGEA) 897                     does not trade
(MONGEA) 902                     does not trade
(MONGEA) 907                     does not trade
(MONGEA) 909                     does not trade
(MONGEA) 912                     does not trade
(MONGEA) 915                     does not trade
(MONGEA) 918                     does not trade
(MONGEA) 920                     does not trade
(MONGEA) 922                     does not trade
(MONGEA) 927                     does not trade
(MONGEA) 930                     does not trade
(MONGEA) 932                     does not trade
(MONGEA) 935                     does not trade
(MONGEA) 940         receives (GRZES19) 863        and sends to (GURTH) 426
(MONGEA) 944                     does not trade
(MONGEA) 946                     does not trade
(MONGEA) 950         receives (RAZUL) 138          and sends to (CRSUNIK) 815
(MORKRET) 557                    does not trade
(MORKRET) 558                    does not trade
(MORKRET) 559                    does not trade
(MORKRET) 560                    does not trade
(MORKRET) 561                    does not trade
(MORKRET) 562                    does not trade
(MORKRET) 563                    does not trade
(MORKRET) 564                    does not trade
(MUK83) 319                      does not trade
(MUK83) 320                      does not trade
(MUK83) 321          receives (KUBAP) 966          and sends to (RAZUL) 598
(MUK83) 322                      does not trade
(NADIS) 200                      does not trade
(NADIS) 201                      does not trade
(NADIS) 203                      does not trade
(NADIS) 205                      does not trade
(NADIS) 206                      does not trade
(NADIS) 281                      does not trade
(NARO) 110           receives (MAJKOS) 316         and sends to (VORONWE) 655
(NARO) 111                       does not trade
(NARO) 112                       does not trade
(NARO) 113                       does not trade
(NARO) 114                       does not trade
(NARO) 115                       does not trade
(NAWIA) 463                      does not trade
(NAWIA) 464                      does not trade
(NAWIA) 465                      does not trade
(NAWIA) 466          receives (SIPIO) 492          and sends to (KRZYSIEKL) 949
(NAWIA) 467                      does not trade
(NAWIA) 468                      does not trade
(NAWIA) 469                      does not trade
(NO153) 470                      does not trade
(NO153) 471                      does not trade
(NO153) 472                      does not trade
(NO153) 473                      does not trade
(NO153) 721                      does not trade
(OMAM1234) 177       receives (KRISSOS) 610        and sends to (GAMBIT_GGK) 573
(OMAM1234) 178                   does not trade
(OMAM1234) 179                   does not trade
(OMAM1234) 180                   does not trade
(OSTRY) 838                      does not trade
(OSTRY) 839                      does not trade
(OSTRY) 840                      does not trade
(OSTRY) 841                      does not trade
(OSTRY) 842                      does not trade
(OSTRY) 843                      does not trade
(PETER128) 344                   does not trade
(PETER128) 345                   does not trade
(PETER128) 484       receives (KASZKIET) 5         and sends to (ZEWSI) 508
(PETER128) 488       receives (TOMASCH) 719        and sends to (BAARTOSZZ) 92
(PIECHU) 237                     does not trade
(PIECHU) 238                     does not trade
(PIECHU) 239                     does not trade
(PIECHU) 240         receives (MAT_EYO) 822        and sends to (PIODAG) 37
(PIECHU) 241                     does not trade
(PIECHU) 242                     does not trade
(PIECHU) 243                     does not trade
(PIECHU) 244                     does not trade
(PIECHU) 245                     does not trade
(PIECHU) 246                     does not trade
(PIECHU) 247                     does not trade
(PIECHU) 248                     does not trade
(PIECHU) 249                     does not trade
(PIECHU) 250                     does not trade
(PIECHU) 251                     does not trade
(PIECHU) 252                     does not trade
(PIECHU) 253                     does not trade
(PIECHU) 254                     does not trade
(PIECHU) 255                     does not trade
(PIECHU) 256                     does not trade
(PIECHU) 257                     does not trade
(PIECHU) 258                     does not trade
(PIECHU) 259                     does not trade
(PIECHU) 260                     does not trade
(PIECHU) 261                     does not trade
(PIECHU) 285                     does not trade
(PIECHU) 288                     does not trade
(PIECHU) 291                     does not trade
(PIECHU) 292                     does not trade
(PIECHU) 296                     does not trade
(PIECHU) 297                     does not trade
(PIECHU) 298                     does not trade
(PIECHU) 299                     does not trade
(PIECHU) 300                     does not trade
(PIECHU) 301                     does not trade
(PIECHU) 302                     does not trade
(PIECHU) 303                     does not trade
(PIECHU) 304                     does not trade
(PIECHU) 305                     does not trade
(PIECHU) 306                     does not trade
(PIECHU) 307                     does not trade
(PIECHU) 308                     does not trade
(PIECHU) 309                     does not trade
(PIECHU) 310                     does not trade
(PIECHU) 311                     does not trade
(PIECHU) 312                     does not trade
(PIECHU) 313                     does not trade
(PIECHU) 314                     does not trade
(PIECHU) 315                     does not trade
(PIECHU) 336                     does not trade
(PIECHU) 337                     does not trade
(PIECHU) 338                     does not trade
(PIECHU) 474                     does not trade
(PIECHU) 515                     does not trade
(PIECHU) 516                     does not trade
(PIECHU) 517                     does not trade
(PIECHU) 518         receives (KUBAP) 945          and sends to (TOMASCH) 718
(PIECHU) 519                     does not trade
(PIECHU) 520                     does not trade
(PIECHU) 764                     does not trade
(PIODAG) 27                      does not trade
(PIODAG) 28                      does not trade
(PIODAG) 29                      does not trade
(PIODAG) 30                      does not trade
(PIODAG) 31                      does not trade
(PIODAG) 32                      does not trade
(PIODAG) 33                      does not trade
(PIODAG) 34                      does not trade
(PIODAG) 35                      does not trade
(PIODAG) 36                      does not trade
(PIODAG) 37          receives (PIECHU) 240         and sends to (WARDO89) 844
(PIODAG) 38          receives (GRZES19) 853        and sends to (PITONOWIE) 664
(PIODAG) 444                     does not trade
(PIODAG) 445                     does not trade
(PIOTREKBIER) 790                does not trade
(PITONOWIE) 664      receives (PIODAG) 38          and sends to (GINET1) 13
(PITONOWIE) 665                  does not trade
(PITONOWIE) 666                  does not trade
(PITONOWIE) 667                  does not trade
(PITONOWIE) 668                  does not trade
(PITONOWIE) 669      receives (ZEWSI) 508          and sends to (RAZUL) 153
(PITONOWIE) 670                  does not trade
(PITONOWIE) 671                  does not trade
(PITONOWIE) 672                  does not trade
(PPIECHUU) 510       receives (LAGETH) 590         and sends to (KRYSTEK) 658
(PPIECHUU) 511                   does not trade
(PPIECHUU) 512                   does not trade
(PUNRYK) 374                     does not trade
(PUNRYK) 375         receives (CORABB) 551         and sends to (CZYZYK29) 540
(PUNRYK) 376                     does not trade
(PUNRYK) 377                     does not trade
(PUNRYK) 378                     does not trade
(PUNRYK) 379                     does not trade
(PUNRYK) 380                     does not trade
(PUNRYK) 381                     does not trade
(PUNRYK) 382                     does not trade
(PUNRYK) 383                     does not trade
(PUNRYK) 384                     does not trade
(PUNRYK) 385                     does not trade
(RADZISZZ) 181                   does not trade
(RADZISZZ) 182       receives (DONKICHOTE87) 643   and sends to (VELJAREK) 739
(RADZISZZ) 184       receives (FREYA2226) 620      and sends to (FREYA2226) 618
(RAFALOLEK) 324      receives (GODUNOW) 850        and sends to (JENNY70) 360
(RAZUL) 129          receives (ELMOTOJA) 762       and sends to (MAJKOS) 316
(RAZUL) 131          receives (YANOO) 622          and sends to (INDAREK) 759
(RAZUL) 134                      does not trade
(RAZUL) 137          receives (JENNY70) 360        and sends to (CORABB) 547
(RAZUL) 138          receives (MARCIND) 796        and sends to (MONGEA) 950
(RAZUL) 140                      does not trade
(RAZUL) 142                      does not trade
(RAZUL) 143                      does not trade
(RAZUL) 145                      does not trade
(RAZUL) 147                      does not trade
(RAZUL) 149                      does not trade
(RAZUL) 151                      does not trade
(RAZUL) 152                      does not trade
(RAZUL) 153          receives (PITONOWIE) 669      and sends to (CORABB) 551
(RAZUL) 155                      does not trade
(RAZUL) 157                      does not trade
(RAZUL) 160                      does not trade
(RAZUL) 162                      does not trade
(RAZUL) 163                      does not trade
(RAZUL) 165                      does not trade
(RAZUL) 166                      does not trade
(RAZUL) 167                      does not trade
(RAZUL) 168                      does not trade
(RAZUL) 169          receives (KACZUCH2142) 480    and sends to (INDAREK) 760
(RAZUL) 171                      does not trade
(RAZUL) 172                      does not trade
(RAZUL) 173                      does not trade
(RAZUL) 174                      does not trade
(RAZUL) 175                      does not trade
(RAZUL) 176                      does not trade
(RAZUL) 386                      does not trade
(RAZUL) 387                      does not trade
(RAZUL) 388                      does not trade
(RAZUL) 389                      does not trade
(RAZUL) 390          receives (CRSUNIK) 806        and sends to (MAT_EYO) 823
(RAZUL) 391                      does not trade
(RAZUL) 392                      does not trade
(RAZUL) 393                      does not trade
(RAZUL) 394                      does not trade
(RAZUL) 395                      does not trade
(RAZUL) 396                      does not trade
(RAZUL) 397                      does not trade
(RAZUL) 398                      does not trade
(RAZUL) 524                      does not trade
(RAZUL) 525                      does not trade
(RAZUL) 526                      does not trade
(RAZUL) 527                      does not trade
(RAZUL) 528                      does not trade
(RAZUL) 529          receives (SOAMAZINGLYBAD) 514 and sends to (_AIS_) 436
(RAZUL) 53                       does not trade
(RAZUL) 530                      does not trade
(RAZUL) 531                      does not trade
(RAZUL) 532                      does not trade
(RAZUL) 533                      does not trade
(RAZUL) 534          receives (ZEWSI) 507          and sends to (GINET1) 602
(RAZUL) 535          receives (FANTAZYN) 49        and sends to (MARCIND) 783
(RAZUL) 536                      does not trade
(RAZUL) 537                      does not trade
(RAZUL) 538                      does not trade
(RAZUL) 539                      does not trade
(RAZUL) 54                       does not trade
(RAZUL) 55                       does not trade
(RAZUL) 56                       does not trade
(RAZUL) 57           receives (TOMASCH) 718        and sends to (BOGUSZO) 689
(RAZUL) 58                       does not trade
(RAZUL) 59                       does not trade
(RAZUL) 595                      does not trade
(RAZUL) 596                      does not trade
(RAZUL) 597                      does not trade
(RAZUL) 598          receives (MUK83) 321          and sends to (_AIS_) 432
(RAZUL) 599                      does not trade
(RAZUL) 60                       does not trade
(RAZUL) 600          receives (MAGOLE) 617         and sends to (KMET) 543
(RAZUL) 61                       does not trade
(RAZUL) 62                       does not trade
(RAZUL) 67                       does not trade
(RAZUL) 68           receives (STASZEK) 753        and sends to (BARTP) 196
(RAZUL) 71           receives (INDAREK) 759        and sends to (YANOO) 622
(RAZUL) 74                       does not trade
(RAZUL) 75                       does not trade
(RAZUL) 77                       does not trade
(RAZUL) 78                       does not trade
(RAZUL) 79                       does not trade
(RAZUL) 81                       does not trade
(REGUUU) 697                     does not trade
(REGUUU) 698                     does not trade
(REGUUU) 699         receives (JENNY70) 363        and sends to (MARCIND) 794
(REGUUU) 700                     does not trade
(REGUUU) 701         receives (KASZKIET) 8         and sends to (HARUN) 123
(REGUUU) 702         receives (BAARTOSZZ) 92       and sends to (BAARTOSZZ) 102
(REGUUU) 703                     does not trade
(REGUUU) 705         receives (BARTP) 197          and sends to (KUBAP) 945
(REGUUU) 707                     does not trade
(REGUUU) 735                     does not trade
(REGUUU) 736                     does not trade
(ROTTEIRO) 819                   does not trade
(ROTTEIRO) 820                   does not trade
(RUNMAN) 424         receives (BOGUSZO) 686        and sends to (JENNY70) 363
(RUNMAN) 50                      does not trade
(RUNMAN) 51                      does not trade
(RUNMAN) 52          receives (EMISTRZU) 262       and sends to (CHAABER) 451
(RUNMAN) 591                     does not trade
(RUNMAN) 690                     does not trade
(RUSS) 765                       does not trade
(RUSS) 766                       does not trade
(RUSS) 768                       does not trade
(RUSS) 770                       does not trade
(RUSS) 771                       does not trade
(RUSS) 772                       does not trade
(RUSS) 774                       does not trade
(RUSS) 778                       does not trade
(RUSS) 781                       does not trade
(SETA91) 737                     does not trade
(SETA91) 738                     does not trade
(SETA91) 747                     does not trade
(SHADOWA) 704                    does not trade
(SHADOWA) 706        receives (KRISSOS) 608        and sends to (MARCIND) 796
(SHADOWA) 708        receives (8JANEK8) 287        and sends to (SIPIO) 489
(SHADOWA) 709                    does not trade
(SHADOWA) 710                    does not trade
(SIGMARPRIEST) 656               does not trade
(SIPIO) 485                      does not trade
(SIPIO) 486                      does not trade
(SIPIO) 487                      does not trade
(SIPIO) 489          receives (SHADOWA) 708        and sends to (MEFIUG) 148
(SIPIO) 490                      does not trade
(SIPIO) 491                      does not trade
(SIPIO) 492          receives (ZERO_1627) 556      and sends to (NAWIA) 466
(SIPIO) 493                      does not trade
(SIPIO) 494          receives (KUBAP) 963          and sends to (BOGUSZO) 687
(SIPIO) 495                      does not trade
(SIPIO) 593                      does not trade
(SIPIO) 594                      does not trade
(SIPIO) 649                      does not trade
(SIPIO) 650                      does not trade
(SIREVAN) 673                    does not trade
(SIREVAN) 674                    does not trade
(SIREVAN) 675                    does not trade
(SIREVAN) 676                    does not trade
(SIREVAN) 677                    does not trade
(SIREVAN) 678        receives (BARTP) 196          and sends to (GURTH) 405
(SLAWSLOM) 727                   does not trade
(SLAWSLOM) 728                   does not trade
(SLAWSLOM) 729                   does not trade
(SLAWSLOM) 730       receives (VORONWE) 655        and sends to (GOLEBIOWSKI) 331
(SLAWSLOM) 731                   does not trade
(SLAWSLOM) 732       receives (KRISSOS) 611        and sends to (MONGEA) 886
(SLAWSLOM) 733                   does not trade
(SLAWSLOM) 734                   does not trade
(SOAMAZINGLYBAD) 513 receives (MEFIUG) 164         and sends to (KRIONAH) 646
(SOAMAZINGLYBAD) 514 receives (CORABB) 547         and sends to (RAZUL) 529
(SPIOSEK) 775                    does not trade
(SPIOSEK) 780                    does not trade
(SPIOSEK) 782                    does not trade
(SPIOSEK) 785                    does not trade
(SPIOSEK) 791        receives (INDAREK) 760        and sends to (FANTAZYN) 49
(SROKAPLOTKARA) 479              does not trade
(STASZEK) 748        receives (BARTP) 199          and sends to (KACZUCH2142) 480
(STASZEK) 749                    does not trade
(STASZEK) 750        receives (KRZYSIEKL) 949      and sends to (KUBAP) 966
(STASZEK) 751                    does not trade
(STASZEK) 752                    does not trade
(STASZEK) 753        receives (FREYA2226) 618      and sends to (RAZUL) 68
(SZUTEK) 39                      does not trade
(SZUTEK) 40                      does not trade
(SZUTEK) 443                     does not trade
(THELKAAR) 679       receives (GURTH) 404          and sends to (YNIDHOGG) 947
(THELKAAR) 680                   does not trade
(THELKAAR) 681                   does not trade
(THELKAAR) 682                   does not trade
(THELKAAR) 683                   does not trade
(TIAMAT997) 202                  does not trade
(TIAMAT997) 204      receives (MCARON1) 633        and sends to (KRZYSIEKL) 959
(TIAMAT997) 207                  does not trade
(TIAMAT997) 208                  does not trade
(TIAMAT997) 209                  does not trade
(TIAMAT997) 210                  does not trade
(TIAMAT997) 211                  does not trade
(TIAMAT997) 212                  does not trade
(TIAMAT997) 213                  does not trade
(TIAMAT997) 214                  does not trade
(TIAMAT997) 215                  does not trade
(TIAMAT997) 216                  does not trade
(TIAMAT997) 217                  does not trade
(TIAMAT997) 218                  does not trade
(TIAMAT997) 219                  does not trade
(TIAMAT997) 220                  does not trade
(TIAMAT997) 221                  does not trade
(TIAMAT997) 222                  does not trade
(TIAMAT997) 223                  does not trade
(TIAMAT997) 224                  does not trade
(TIAMAT997) 225                  does not trade
(TIAMAT997) 226                  does not trade
(TIAMAT997) 227                  does not trade
(TIAMAT997) 228                  does not trade
(TIAMAT997) 229                  does not trade
(TIAMAT997) 230                  does not trade
(TIAMAT997) 231                  does not trade
(TIAMAT997) 232                  does not trade
(TIAMAT997) 233                  does not trade
(TIAMAT997) 234                  does not trade
(TIAMAT997) 235                  does not trade
(TIAMAT997) 340                  does not trade
(TIAMAT997) 341                  does not trade
(TIAMAT997) 342                  does not trade
(TIAMAT997) 343                  does not trade
(TOMASCH) 718        receives (PIECHU) 518         and sends to (RAZUL) 57
(TOMASCH) 719        receives (MEFIUG) 148         and sends to (PETER128) 488
(TOMASCH) 722        receives (JENNY70) 348        and sends to (JENNY70) 348
(TOMASCH) 723                    does not trade
(TOMASCH) 724                    does not trade
(TOMASCH) 725                    does not trade
(TOMASCH) 726                    does not trade
(TOMASCH) 787                    does not trade
(TOMB66) 413                     does not trade
(TOMB66) 651                     does not trade
(TOMB66) 803                     does not trade
(TUMINURE) 1                     does not trade
(TUMINURE) 3                     does not trade
(TUMINURE) 323                   does not trade
(TUREK) 961                      does not trade
(VDER) 604                       does not trade
(VDER) 605                       does not trade
(VDER) 606           receives (YNIDHOGG) 947       and sends to (8JANEK8) 287
(VDER) 607                       does not trade
(VELJAREK) 739       receives (RADZISZZ) 182       and sends to (FURAN) 837
(VELJAREK) 740                   does not trade
(VELJAREK) 741                   does not trade
(VELJAREK) 742                   does not trade
(VELJAREK) 743                   does not trade
(VELJAREK) 744                   does not trade
(VELJAREK) 745                   does not trade
(VELJAREK) 746       receives (CRSUNIK) 804        and sends to (GODUNOW) 850
(VORONWE) 236                    does not trade
(VORONWE) 655        receives (NARO) 110           and sends to (SLAWSLOM) 730
(WARDO89) 844        receives (PIODAG) 37          and sends to (DONKICHOTE87) 643
(WARDO89) 845                    does not trade
(WARDO89) 846                    does not trade
(WARDO89) 847                    does not trade
(WARDO89) 848                    does not trade
(WILCZELYKO) 406     receives (KASZKIET) 7         and sends to (CRSUNIK) 806
(WILCZELYKO) 407     receives (BAARTOSZZ) 101      and sends to (FINNAN) 73
(WILCZELYKO) 408                 does not trade
(WILCZELYKO) 409                 does not trade
(YANOO) 621                      does not trade
(YANOO) 622          receives (RAZUL) 71           and sends to (RAZUL) 131
(YANOO) 623                      does not trade
(YANOO) 624                      does not trade
(YANOO) 625                      does not trade
(YANOO) 626                      does not trade
(YANOO) 632                      does not trade
(YNIDHOGG) 851       receives (GURTH) 426          and sends to (CHAABER) 453
(YNIDHOGG) 852                   does not trade
(YNIDHOGG) 855                   does not trade
(YNIDHOGG) 859                   does not trade
(YNIDHOGG) 862                   does not trade
(YNIDHOGG) 864                   does not trade
(YNIDHOGG) 865                   does not trade
(YNIDHOGG) 866                   does not trade
(YNIDHOGG) 878                   does not trade
(YNIDHOGG) 905                   does not trade
(YNIDHOGG) 917                   does not trade
(YNIDHOGG) 925                   does not trade
(YNIDHOGG) 934                   does not trade
(YNIDHOGG) 938       receives (_AIS_) 432          and sends to (FURAN) 836
