TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: f6e88476f9631b17f39845b97282611e
ERRORS:
**** Item %AEON_S_END_THE_NEW_AGE for user (PATRYKGALKA) is repeated in want list for 139.
**** Item %AEON_S_END_THE_NEW_AGE for user (PATRYKGALKA) is repeated in want list for 1665.
**** Item %CHARTERSTONE for user (CIUPAKABRA997) is repeated in want list for 540.
**** Item %CHARTERSTONE_CHARTERSTONE_RECHARGE_PACK for user (CIUPAKABRA997) is repeated in want list for 540.
**** Item %GRAND_AUSTRIA_HOTEL for user (JACEKBARBER) is repeated in want list for 1124.
**** Item %LUNA_CAPITAL for user (JACEKBARBER) is repeated in want list for 1117.
**** Item %MERCHANTS_OF_THE_DARK_ROAD for user (JACEKBARBER) is repeated in want list for 1124.
**** Item %NIDAVELLIR for user (JACEKBARBER) is repeated in want list for 1117.
**** Item %SEASONS for user (ROGATUSIEK) contains item 783 sender from the same user ((ROGATUSIEK))
**** Item 1622 is repeated in want list for 362.
**** Item 302 is repeated in want list for 1376.
**** Item 302 is repeated in want list for 1378.
**** Item 358 is repeated in want list for 212.
**** Item 515 is repeated in want list for 199.
**** Item 55 is repeated in want list for 273.
**** Item 55 is repeated in want list for 274.
**** Unknown item %SUSHI_GO for user (NOT2NIGHT) (1 occurrence)
**** Unknown item %THE_LORD_OF_THE_RINGS_JOURNEYS_IN_MIDDLE_EARTH_SHADOWED_PATHS_EXPANSION for user (LUKI1235) (2 occurrences)
**** Unknown item 100 (4 occurrences)
**** Unknown item 104 (21 occurrences)
**** Unknown item 112 (3 occurrences)
**** Unknown item 114 (2 occurrences)
**** Unknown item 115 (6 occurrences)
**** Unknown item 1624 (30 occurrences)
**** Unknown item 1625 (31 occurrences)
**** Unknown item 1634 (33 occurrences)
**** Unknown item 1644 (8 occurrences)
**** Unknown item 1645 (1 occurrence)
**** Unknown item 1646 (4 occurrences)
**** Unknown item 1647 (31 occurrences)
**** Unknown item 1648 (1 occurrence)
**** Unknown item 1649 (3 occurrences)
**** Unknown item 1651 (12 occurrences)
**** Unknown item 175 (4 occurrences)
**** Unknown item 178 (10 occurrences)
**** Unknown item 198 (2 occurrences)
**** Unknown item 202 (44 occurrences)
**** Unknown item 206 (1 occurrence)
**** Unknown item 210 (1 occurrence)
**** Unknown item 2227 (1 occurrence)
**** Unknown item 261306 (1 occurrence)
**** Unknown item 371 (22 occurrences)
**** Unknown item 373 (29 occurrences)
**** Unknown item 374 (2 occurrences)
**** Unknown item 376 (1 occurrence)
**** Unknown item 377 (3 occurrences)
**** Unknown item 568 (11 occurrences)
**** Unknown item 613 (90 occurrences)
**** Unknown item 735 (5 occurrences)
**** Unknown item 76 (8 occurrences)
**** Unknown item 77 (7 occurrences)
**** Unknown item 78 (2 occurrences)
**** Unknown item 79 (3 occurrences)
**** Unknown item 80 (3 occurrences)
**** Unknown item 81 (3 occurrences)
**** Unknown item 82 (3 occurrences)
**** Unknown item 83 (3 occurrences)
**** Unknown item 84 (5 occurrences)
**** Unknown item 89 (17 occurrences)
**** Unknown item 90 (9 occurrences)
**** Unknown item 91 (2 occurrences)
**** Unknown item 92 (6 occurrences)
**** Unknown item 93 (4 occurrences)
**** Unknown item 95 (1 occurrence)
**** Unknown item 96 (20 occurrences)
**** Unknown item 97 (66 occurrences)
**** Unknown item 98 (16 occurrences)

TRADE LOOPS (323 total trades):
(APRIEL) 582           receives (MAJZOWNIK) 837        and sends to (CIUPAKABRA997) 1033
(APRIEL) 583                       does not trade
(APRIEL) 584                       does not trade
(APRIEL) 585                       does not trade
(ARAS_SWAJ) 668                    does not trade
(ARAS_SWAJ) 669                    does not trade
(ARAS_SWAJ) 671                    does not trade
(ARAS_SWAJ) 673                    does not trade
(ARAS_SWAJ) 686                    does not trade
(ARMIGER) 119                      does not trade
(ARMIGER) 121                      does not trade
(ARPAMI) 1055          receives (BREGORZ) 1322         and sends to (TRINGA) 169
(ARPAMI) 1056                      does not trade
(ASPENNR) 1001                     does not trade
(ASPENNR) 1443                     does not trade
(ASPENNR) 248          receives (PATRYKGALKA) 205      and sends to (DGRODO) 1081
(ASPENNR) 535                      does not trade
(ASPENNR) 536                      does not trade
(ATOJEST) 331          receives (PIVNITZ) 251          and sends to (KALAY) 369
(ATOJEST) 332          receives (CORRAN) 486           and sends to (WLSB) 1512
(BAAKA) 651            receives (PATRYKGALKA) 181      and sends to (BUKIMI) 552
(BAAKA) 652                        does not trade
(BAAKA) 653            receives (STILICHON) 196        and sends to (MZEPTER) 556
(BAAKA) 654            receives (BLEBOK) 913           and sends to (PATRYKGALKA) 176
(BAAKA) 655                        does not trade
(BAGESE) 611                       does not trade
(BAGESE) 612           receives (COYOTUS01) 961        and sends to (RALFMARK) 1309
(BAGESE) 614                       does not trade
(BAGESE) 615                       does not trade
(BAGESE) 616                       does not trade
(BAGESE) 617                       does not trade
(BAGESE) 618                       does not trade
(BAGESE) 619                       does not trade
(BARTP) 1020                       does not trade
(BARTP) 1021                       does not trade
(BARTP) 1022                       does not trade
(BARTP) 1023                       does not trade
(BARTP) 1024                       does not trade
(BARTP) 1025                       does not trade
(BARTP) 1026                       does not trade
(BARTP) 1027                       does not trade
(BARTP) 1028                       does not trade
(BARTP) 1029                       does not trade
(BARTP) 1030                       does not trade
(BARTP) 1031                       does not trade
(BARTP) 1032                       does not trade
(BARTP) 1405                       does not trade
(BARTP) 1406                       does not trade
(BARTP) 1413           receives (PANCOR) 1667          and sends to (ADDEKK1) 1525
(BIGOSLFC) 1343        receives (WOJTOLINO) 1473       and sends to (ADDEKK1) 1673
(BLEBOK) 911                       does not trade
(BLEBOK) 912                       does not trade
(BLEBOK) 913           receives (RALFMARK) 1314        and sends to (BAAKA) 654
(BLEBOK) 914                       does not trade
(BLEBOK) 917                       does not trade
(BLEBOK) 927                       does not trade
(BLEBOK) 936           receives (FIZOLOF) 516          and sends to (KRASNY853) 1598
(BORYSX) 1180          receives (MEFIUG) 864           and sends to (MORMAKILL) 458
(BORYSX) 848                       does not trade
(BORYSX) 849                       does not trade
(BORYSX) 850                       does not trade
(BORYSX) 851                       does not trade
(BORYSX) 852                       does not trade
(BORYSX) 853                       does not trade
(BORYSX) 854                       does not trade
(BORYSX) 855                       does not trade
(BORYSX) 856                       does not trade
(BORYSX) 861                       does not trade
(BORYSX) 867           receives (UNKNOWN0) 302         and sends to (ANOPTICHTYS) 1043
(BORYSX) 872                       does not trade
(BORYSX) 873                       does not trade
(BORYSX) 874                       does not trade
(BREGORZ) 1321                     does not trade
(BREGORZ) 1322         receives (PATRYKGALKA) 141      and sends to (ARPAMI) 1055
(BREGORZ) 1323                     does not trade
(BREGORZ) 1324                     does not trade
(BUKIMI) 547                       does not trade
(BUKIMI) 548           receives (ANOPTICHTYS) 1383     and sends to (POKET) 1298
(BUKIMI) 549                       does not trade
(BUKIMI) 551                       does not trade
(BUKIMI) 552           receives (BAAKA) 651            and sends to (ANOPTICHTYS) 1383
(CASONPL) 1003         receives (PATRYKGALKA) 188      and sends to (SHAKQ) 1095
(CASONPL) 1013         receives (RHINO055) 1138        and sends to (PROPI) 508
(CASONPL) 1107                     does not trade
(CASONPL) 999                      does not trade
(CHARLIEVEGAN) 600                 does not trade
(CHARLIEVEGAN) 601                 does not trade
(CHARLIEVEGAN) 602                 does not trade
(CHARLIEVEGAN) 603                 does not trade
(CHARLIEVEGAN) 604                 does not trade
(CHARLIEVEGAN) 605     receives (ZIELAKK) 1148         and sends to (CZARNOPYS) 12
(CHARLIEVEGAN) 606                 does not trade
(CHARLIEVEGAN) 607                 does not trade
(CHARLIEVEGAN) 608                 does not trade
(CHARLIEVEGAN) 609     receives (JOANNAALICJA) 828     and sends to (JAKUBWAKIEC) 664
(CHESTER1983) 1245                 does not trade
(CHESTER1983) 1246                 does not trade
(CHESTER1983) 1247                 does not trade
(CHESTER1983) 1299                 does not trade
(CHESTER1983) 280                  does not trade
(CHESTER1983) 281                  does not trade
(CHESTER1983) 282                  does not trade
(CHESTER1983) 283                  does not trade
(CHESTER1983) 284                  does not trade
(CHESTER1983) 285                  does not trade
(CHESTER1983) 286                  does not trade
(CHESTER1983) 287                  does not trade
(CHESTER1983) 288                  does not trade
(CHESTER1983) 289                  does not trade
(CHESTER1983) 290                  does not trade
(CHESTER1983) 291                  does not trade
(CHESTER1983) 356                  does not trade
(CHRAPASZCZ) 301                   does not trade
(CIELU) 241                        does not trade
(CIELU) 272                        does not trade
(CIUPAKABRA997) 1033   receives (APRIEL) 582           and sends to (ISKRANAPROCHY) 68
(CIUPAKABRA997) 540    receives (RAZUL) 1632           and sends to (CORRAN) 486
(CIUPAKABRA997) 541                does not trade
(CIUPAKABRA997) 542                does not trade
(CIUPAKABRA997) 543    receives (HRACHUBI) 922         and sends to (ULUSIEK) 1336
(COEN098) 1636         receives (UNKNOWN0) 774         and sends to (RAGI74) 952
(COEN098) 1637                     does not trade
(CORQAN) 127                       does not trade
(CORRAN) 1401          receives (DAWTA) 259            and sends to (ZAWATERNIOK) 325
(CORRAN) 476                       does not trade
(CORRAN) 477                       does not trade
(CORRAN) 478                       does not trade
(CORRAN) 479                       does not trade
(CORRAN) 480                       does not trade
(CORRAN) 481                       does not trade
(CORRAN) 482                       does not trade
(CORRAN) 483                       does not trade
(CORRAN) 484                       does not trade
(CORRAN) 485                       does not trade
(CORRAN) 486           receives (CIUPAKABRA997) 540    and sends to (ATOJEST) 332
(CORRAN) 487                       does not trade
(CORRAN) 640                       does not trade
(CORTUMPL) 574                     does not trade
(CORTUMPL) 575                     does not trade
(CORTUMPL) 576                     does not trade
(CORTUMPL) 577         receives (RENEG8D) 1479         and sends to (XENIR) 1515
(COYOTUS01) 951                    does not trade
(COYOTUS01) 954                    does not trade
(COYOTUS01) 956                    does not trade
(COYOTUS01) 958                    does not trade
(COYOTUS01) 959                    does not trade
(COYOTUS01) 961        receives (MOOCKER) 438          and sends to (BAGESE) 612
(COYOTUS01) 965        receives (ANOPTICHTYS) 1043     and sends to (HARDKOR) 44
(COYOTUS01) 972                    does not trade
(CWIKS) 1408           receives (UNKNOWN0) 306         and sends to (DGRODO) 1227
(CWIKS) 1410                       does not trade
(CWIKS) 1412                       does not trade
(CWIKS) 1419           receives (PUASHEY90) 539        and sends to (STILICHON) 189
(CWIKS) 1424                       does not trade
(CWIKS) 1431                       does not trade
(CWIKS) 1438                       does not trade
(CYMBRO) 1374                      does not trade
(CYMBRO) 1376          receives (FINNAN) 231           and sends to (PATRYKGALKA) 184
(CYMBRO) 1377          receives (VENOSTHE) 382         and sends to (LEINADUS) 656
(CYMBRO) 1378          receives (PIVNITZ) 253          and sends to (JAGASTR) 1656
(CZARNOPYS) 12         receives (CHARLIEVEGAN) 605     and sends to (KLOS_X) 1262
(CZARNOPYS) 2                      does not trade
(CZARNOPYS) 27                     does not trade
(CZARNOPYS) 5                      does not trade
(DARKERSIDE) 1530      receives (WOTHAN) 439           and sends to (WOJTOLINO) 1491
(DAWTA) 259            receives (ZAWATERNIOK) 325      and sends to (CORRAN) 1401
(DAWTA) 260                        does not trade
(DAWTA) 262                        does not trade
(DAWTA) 263                        does not trade
(DAWTA) 264                        does not trade
(DAWTA) 265                        does not trade
(DAWTA) 266                        does not trade
(DAWTA) 267                        does not trade
(DAWTA) 268                        does not trade
(DAWTA) 269                        does not trade
(DETRYTUS) 1372                    does not trade
(DETRYTUS) 1373                    does not trade
(DETRYTUS) 1375                    does not trade
(DETRYTUS) 1379        receives (PEPER777) 698         and sends to (MAJZOWNIK) 837
(DGRODO) 1080          receives (LISEK2000) 1163       and sends to (MIZIO) 1435
(DGRODO) 1081          receives (ASPENNR) 248          and sends to (STALKEROI) 944
(DGRODO) 1082                      does not trade
(DGRODO) 1083                      does not trade
(DGRODO) 1084          receives (KLOS_X) 1285          and sends to (MAAATI) 1612
(DGRODO) 1085                      does not trade
(DGRODO) 1227          receives (CWIKS) 1408           and sends to (STASZEK) 981
(DGRODO) 1229                      does not trade
(ELBRYK) 1000          receives (WOJTOLINO) 1480       and sends to (SKUTERUS67) 310
(ELPRZYBYLLO) 124                  does not trade
(ELPRZYBYLLO) 125                  does not trade
(ELPRZYBYLLO) 126                  does not trade
(EMGIEER) 1427                     does not trade
(EMGIEER) 1428                     does not trade
(EYEDRAGON) 586        receives (GREENGOO71) 766       and sends to (JACEKBARBER) 1126
(FAKIRR) 1399          receives (SYDONIAA) 13          and sends to (FLAMASTER444) 380
(FAKIRR) 1400                      does not trade
(FAKIRR) 1402                      does not trade
(FAKIRR) 1404                      does not trade
(FAKIRR) 1615                      does not trade
(FANTAZYN) 988                     does not trade
(FANTAZYN) 989                     does not trade
(FANTAZYN) 990                     does not trade
(FINNAN) 231           receives (JANUSZ_WYKIDAJLO) 998 and sends to (CYMBRO) 1376
(FIZOLOF) 516          receives (_SLY_) 594            and sends to (BLEBOK) 936
(FLAMASTER444) 380     receives (FAKIRR) 1399          and sends to (PIVNITZ) 251
(FLAMASTER444) 386     receives (SKOTI) 749            and sends to (_BARD_) 1535
(FLAMASTER444) 390     receives (WARHIR) 1053          and sends to (PEPER777) 695
(FLAMASTER444) 392                 does not trade
(FLAMASTER444) 393                 does not trade
(FLAMASTER444) 394     receives (SKUTERUS67) 311       and sends to (LISEK2000) 1163
(FLAMASTER444) 395     receives (RAGI74) 967           and sends to (PATT23R) 1220
(FLAMASTER444) 396     receives (UNKNOWN0) 304         and sends to (WYLIX) 1034
(FLAMASTER444) 397     receives (MORMAKILL) 458        and sends to (STASZEK) 976
(FORDY2) 752                       does not trade
(FORDY2) 753           receives (WINSTER) 813          and sends to (MORKRET) 765
(FORDY2) 754                       does not trade
(FRAMZ_PL) 1248                    does not trade
(FRAMZ_PL) 1249                    does not trade
(FRAMZ_PL) 1250        receives (MAJZOWNIK) 831        and sends to (NIEDZIELNYPIONEK) 846
(FRAMZ_PL) 1251                    does not trade
(FRAMZ_PL) 1253        receives (JACEKBARBER) 1125     and sends to (ANOPTICHTYS) 1071
(FREYA2226) 877        receives (PIECHU) 801           and sends to (TRINGA) 161
(FREYA2226) 878                    does not trade
(FREYA2226) 879        receives (MADZIALENA7) 1197     and sends to (RAZUL) 1632
(FREYA2226) 880                    does not trade
(FREYA2226) 881        receives (KONTRABAS) 726        and sends to (PIOTRBORLIK) 434
(GABENS29) 1388        receives (JACEKBARBER) 1126     and sends to (WARENHARI) 1112
(GABENS29) 85                      does not trade
(GABENS29) 86                      does not trade
(GINET1) 58            receives (XENIR) 1517           and sends to (PATRYKGALKA) 163
(GINET1) 59            receives (_BARD_) 1535          and sends to (UNKNOWN0) 304
(GINET1) 61                        does not trade
(GINET1) 62            receives (PATRYKGALKA) 147      and sends to (TRINGA) 157
(GINET1) 63            receives (WOJCIECHS) 745        and sends to (ZIELAKK) 1148
(GINET1) 64                        does not trade
(GINET1) 65                        does not trade
(GINET1) 66                        does not trade
(GINET1) 67            receives (PATRYKGALKA) 155      and sends to (ANOPTICHTYS) 1041
(GITARNIK13) 1693                  does not trade
(GOLEBIOWSKI) 182                  does not trade
(GREENGOO71) 766       receives (RAZUL) 1628           and sends to (EYEDRAGON) 586
(GREENGOO71) 768                   does not trade
(GREENGOO71) 769                   does not trade
(GREENGOO71) 770                   does not trade
(GREKOL) 712                       does not trade
(GREKOL) 713                       does not trade
(GREKOL) 714                       does not trade
(GREKOL) 715                       does not trade
(GREKOL) 716                       does not trade
(GREKOL) 717                       does not trade
(GREKOL) 718                       does not trade
(GREKOL) 719           receives (WOJTOLINO) 1491       and sends to (PATRYKGALKA) 152
(GREKOL) 720                       does not trade
(GREKOL) 722                       does not trade
(GREKOL) 857                       does not trade
(GROSZEK20) 446                    does not trade
(GROSZEK20) 447                    does not trade
(GRYZLI83) 623                     does not trade
(GRYZLI83) 626                     does not trade
(GRYZLI83) 630                     does not trade
(GRYZLI83) 632                     does not trade
(GRYZLI83) 633                     does not trade
(GRYZLI83) 634                     does not trade
(GRYZLI83) 635                     does not trade
(GRYZLI83) 636                     does not trade
(GRYZLI83) 637                     does not trade
(GRYZLI83) 638                     does not trade
(GRYZLI83) 639                     does not trade
(GRZEG0RZ) 1398                    does not trade
(GRZEG0RZ) 1409                    does not trade
(GRZEG0RZ) 738                     does not trade
(GRZEG0RZ) 740                     does not trade
(GRZEG0RZ) 741                     does not trade
(GRZEG0RZ) 743                     does not trade
(GRZZZ) 781                        does not trade
(GRZZZ) 782                        does not trade
(GRZZZ) 909                        does not trade
(HARDKOR) 1016                     does not trade
(HARDKOR) 41                       does not trade
(HARDKOR) 43                       does not trade
(HARDKOR) 44           receives (COYOTUS01) 965        and sends to (MZEPTER) 557
(HARDKOR) 46                       does not trade
(HAWKU93) 710                      does not trade
(HAWKU93) 711                      does not trade
(HAWKU93) 723                      does not trade
(HELLOWEEN85) 1319                 does not trade
(HRACHUBI) 915                     does not trade
(HRACHUBI) 919                     does not trade
(HRACHUBI) 921                     does not trade
(HRACHUBI) 922         receives (OPULENTUS) 1450       and sends to (CIUPAKABRA997) 543
(HRACHUBI) 924                     does not trade
(HRACHUBI) 930                     does not trade
(HUBERTPL) 1407                    does not trade
(HUBERTPL) 1658                    does not trade
(HUBERTPL) 493         receives (MAAATI) 1612          and sends to (WINSTER) 358
(HUBERTPL) 517         receives (PANODDJOB00) 587      and sends to (RBSN) 946
(HUBERTPL) 708                     does not trade
(HUBERTPL) 721                     does not trade
(IRON84) 1617          receives (PANCOR) 1712          and sends to (PIECHU) 800
(ISKRANAPROCHY) 68     receives (CIUPAKABRA997) 1033   and sends to (WINSTER) 352
(ISKRANAPROCHY) 69                 does not trade
(ISKRANAPROCHY) 70     receives (UNKNOWN0) 305         and sends to (WINSTER) 809
(ISKRANAPROCHY) 71                 does not trade
(ITSTHISGUYAGAIN) 522              does not trade
(ITSTHISGUYAGAIN) 525  receives (ADDEKK1) 1652         and sends to (TRINGA) 646
(ITSTHISGUYAGAIN) 528  receives (KRASNY853) 1598       and sends to (LISEK2000) 1162
(ITSTHISGUYAGAIN) 906              does not trade
(ITSTHISGUYAGAIN) 907              does not trade
(JACEKBARBER) 1116     receives (STONEROCK) 361        and sends to (SYDONIAA) 28
(JACEKBARBER) 1117     receives (KERUKR) 1444          and sends to (PIVNITZ) 518
(JACEKBARBER) 1119     receives (WINSTER) 1212         and sends to (TOPBGG) 986
(JACEKBARBER) 1120     receives (JENNY70) 501          and sends to (STASZEK) 1048
(JACEKBARBER) 1122                 does not trade
(JACEKBARBER) 1124                 does not trade
(JACEKBARBER) 1125     receives (MEFIUG) 862           and sends to (FRAMZ_PL) 1253
(JACEKBARBER) 1126     receives (EYEDRAGON) 586        and sends to (GABENS29) 1388
(JACEKBARBER) 1128                 does not trade
(JACEKBARBER) 1130     receives (PATRYKGALKA) 165      and sends to (PIECHU) 788
(JACEKBARBER) 1131                 does not trade
(JACEKBARBER) 1132                 does not trade
(JACEKBARBER) 1134                 does not trade
(JACEKBARBER) 1135                 does not trade
(JACEKBARBER) 1136                 does not trade
(JACEKBARBER) 1139                 does not trade
(JACEKBARBER) 1303                 does not trade
(JACEKBARBER) 1304                 does not trade
(JACEKBARBER) 1311                 does not trade
(JAGASTR) 1656         receives (CYMBRO) 1378          and sends to (STASZEK) 1306
(JAGASTR) 1657                     does not trade
(JAGASTR) 1659                     does not trade
(JAGGA68) 1459                     does not trade
(JAGGA68) 1461                     does not trade
(JAGGA68) 1462                     does not trade
(JAGGA68) 1465                     does not trade
(JAGGA68) 1470                     does not trade
(JAGGA68) 1475                     does not trade
(JAGGA68) 1484                     does not trade
(JAGGA68) 1489                     does not trade
(JAGGA68) 1494                     does not trade
(JAGGA68) 1498                     does not trade
(JAKUBWAKIEC) 657      receives (MIZIO) 1435           and sends to (RALFMARK) 1314
(JAKUBWAKIEC) 658      receives (UNKNOWN0) 297         and sends to (KASZKIET) 1345
(JAKUBWAKIEC) 664      receives (CHARLIEVEGAN) 609     and sends to (WINSTER) 813
(JAKUBWAKIEC) 665                  does not trade
(JANUSZ_WYKIDAJLO) 996             does not trade
(JANUSZ_WYKIDAJLO) 997             does not trade
(JANUSZ_WYKIDAJLO) 998 receives (RBSN) 946             and sends to (FINNAN) 231
(JENNY70) 213                      does not trade
(JENNY70) 214                      does not trade
(JENNY70) 215                      does not trade
(JENNY70) 216                      does not trade
(JENNY70) 217                      does not trade
(JENNY70) 219                      does not trade
(JENNY70) 220                      does not trade
(JENNY70) 221                      does not trade
(JENNY70) 222                      does not trade
(JENNY70) 223                      does not trade
(JENNY70) 224                      does not trade
(JENNY70) 225                      does not trade
(JENNY70) 226                      does not trade
(JENNY70) 227                      does not trade
(JENNY70) 228                      does not trade
(JENNY70) 229                      does not trade
(JENNY70) 230                      does not trade
(JENNY70) 232                      does not trade
(JENNY70) 233                      does not trade
(JENNY70) 234                      does not trade
(JENNY70) 235                      does not trade
(JENNY70) 236                      does not trade
(JENNY70) 237          receives (PANCOR) 1666          and sends to (VORONWE) 534
(JENNY70) 238                      does not trade
(JENNY70) 239                      does not trade
(JENNY70) 240                      does not trade
(JENNY70) 242                      does not trade
(JENNY70) 244                      does not trade
(JENNY70) 245                      does not trade
(JENNY70) 246                      does not trade
(JENNY70) 247                      does not trade
(JENNY70) 249                      does not trade
(JENNY70) 488                      does not trade
(JENNY70) 489                      does not trade
(JENNY70) 490                      does not trade
(JENNY70) 491                      does not trade
(JENNY70) 492                      does not trade
(JENNY70) 495                      does not trade
(JENNY70) 497                      does not trade
(JENNY70) 501          receives (KASZKIET) 1345        and sends to (JACEKBARBER) 1120
(JENNY70) 503                      does not trade
(JENNY70) 504                      does not trade
(JENNY70) 505                      does not trade
(JENNY70) 506                      does not trade
(JENNY70) 507          receives (STALKEROI) 944        and sends to (KONTRABAS) 724
(JENNY70) 510                      does not trade
(JOANNAALICJA) 659                 does not trade
(JOANNAALICJA) 660     receives (SKOTI) 750            and sends to (PATRYKGALKA) 155
(JOANNAALICJA) 701                 does not trade
(JOANNAALICJA) 828     receives (ULUSIEK) 1336         and sends to (CHARLIEVEGAN) 609
(JOLLYROGER90) 1599                does not trade
(JOLLYROGER90) 1600                does not trade
(JOLLYROGER90) 1601                does not trade
(JOLLYROGER90) 1602                does not trade
(JOLLYROGER90) 1604                does not trade
(JOLLYROGER90) 1605    receives (PIECHU) 799           and sends to (PKOT80) 199
(JOLLYROGER90) 1606                does not trade
(JOLLYROGER90) 1607                does not trade
(KALAY) 368                        does not trade
(KALAY) 369            receives (ATOJEST) 331          and sends to (RAZUL) 1642
(KALAY) 370                        does not trade
(KALAY) 372                        does not trade
(KALAY) 687                        does not trade
(KAMINOINNOCENT) 1065              does not trade
(KAMINOINNOCENT) 1066              does not trade
(KAMINOINNOCENT) 1067              does not trade
(KAMINOINNOCENT) 1068  receives (MAJZOWNIK) 834        and sends to (WARHIR) 1051
(KAMINOINNOCENT) 1069              does not trade
(KAMINOINNOCENT) 1074              does not trade
(KAMINOINNOCENT) 1075              does not trade
(KAMINOINNOCENT) 1076              does not trade
(KAMINOINNOCENT) 1077              does not trade
(KAMINOINNOCENT) 1078              does not trade
(KAMINOINNOCENT) 1079              does not trade
(KAMINOINNOCENT) 1086              does not trade
(KAMINOINNOCENT) 1087              does not trade
(KAMINOINNOCENT) 1088              does not trade
(KAMINOINNOCENT) 1089              does not trade
(KAMINOINNOCENT) 1090              does not trade
(KAMINOINNOCENT) 1091              does not trade
(KAMINOINNOCENT) 1092              does not trade
(KARTMAN7) 116         receives (SZCZEPAN89) 34        and sends to (ZIBIST) 843
(KARTMAN7) 118                     does not trade
(KARTMAN7) 120                     does not trade
(KARTMAN7) 122                     does not trade
(KARTMAN7) 123                     does not trade
(KASZKIET) 1345        receives (JAKUBWAKIEC) 658      and sends to (JENNY70) 501
(KASZKIET) 1346                    does not trade
(KASZKIET) 1347                    does not trade
(KASZKIET) 1348                    does not trade
(KASZKIET) 1349                    does not trade
(KASZKIET) 1351                    does not trade
(KASZKIET) 1352                    does not trade
(KASZKIET) 1353                    does not trade
(KASZKIET) 1354                    does not trade
(KASZKIET) 1355                    does not trade
(KASZKIET) 1356                    does not trade
(KASZKIET) 1357                    does not trade
(KASZKIET) 1358        receives (ADAQ30) 621           and sends to (RENEGAT89) 273
(KASZKIET) 1359                    does not trade
(KASZKIET) 1360                    does not trade
(KASZKIET) 1361                    does not trade
(KASZKIET) 1362                    does not trade
(KASZKIET) 1363                    does not trade
(KASZKIET) 1365                    does not trade
(KATEBASKET) 670                   does not trade
(KATEBASKET) 672                   does not trade
(KATEBASKET) 674                   does not trade
(KATEBASKET) 675                   does not trade
(KATEBASKET) 676                   does not trade
(KATERINAILS) 9                    does not trade
(KERUKR) 1444          receives (ANIAW89) 319          and sends to (JACEKBARBER) 1117
(KERUKR) 1447                      does not trade
(KERUKR) 1451                      does not trade
(KERUKR) 1453                      does not trade
(KERUKR) 1454                      does not trade
(KERUKR) 1455                      does not trade
(KERUKR) 1456                      does not trade
(KERUKR) 1490                      does not trade
(KERUKR) 1493                      does not trade
(KERUKR) 1496                      does not trade
(KERUKR) 1499                      does not trade
(KERUKR) 1500                      does not trade
(KERUKR) 1502                      does not trade
(KERUKR) 1505                      does not trade
(KERUKR) 1507                      does not trade
(KERUKR) 1510                      does not trade
(KHOMANIAC) 1614                   does not trade
(KHOMANIAC) 641                    does not trade
(KICUREK) 821                      does not trade
(KICUREK) 822                      does not trade
(KICUREK) 823                      does not trade
(KIVU) 679                         does not trade
(KIVU) 680                         does not trade
(KIVU) 681                         does not trade
(KIVU) 682                         does not trade
(KIVU) 683                         does not trade
(KIVU) 684                         does not trade
(KIVU) 685                         does not trade
(KLOS_X) 1258                      does not trade
(KLOS_X) 1259                      does not trade
(KLOS_X) 1260                      does not trade
(KLOS_X) 1262          receives (CZARNOPYS) 12         and sends to (OPULENTUS) 1450
(KLOS_X) 1263                      does not trade
(KLOS_X) 1264                      does not trade
(KLOS_X) 1265                      does not trade
(KLOS_X) 1267                      does not trade
(KLOS_X) 1268                      does not trade
(KLOS_X) 1269                      does not trade
(KLOS_X) 1270                      does not trade
(KLOS_X) 1271                      does not trade
(KLOS_X) 1272                      does not trade
(KLOS_X) 1273                      does not trade
(KLOS_X) 1274                      does not trade
(KLOS_X) 1276                      does not trade
(KLOS_X) 1277                      does not trade
(KLOS_X) 1278                      does not trade
(KLOS_X) 1279                      does not trade
(KLOS_X) 1280                      does not trade
(KLOS_X) 1281                      does not trade
(KLOS_X) 1282                      does not trade
(KLOS_X) 1283                      does not trade
(KLOS_X) 1284                      does not trade
(KLOS_X) 1285          receives (ANOPTICHTYS) 1041     and sends to (DGRODO) 1084
(KLOS_X) 1286                      does not trade
(KLOS_X) 1287                      does not trade
(KLOS_X) 1288          receives (WINSTER) 810          and sends to (ROGATUSIEK) 783
(KLOS_X) 1289                      does not trade
(KLOS_X) 1290                      does not trade
(KLOS_X) 1291                      does not trade
(KLOS_X) 1292                      does not trade
(KLOS_X) 1293                      does not trade
(KLOS_X) 1294                      does not trade
(KLOS_X) 1295                      does not trade
(KLOS_X) 1389                      does not trade
(KMET) 519                         does not trade
(KMET) 520                         does not trade
(KMET) 521                         does not trade
(KMET) 523                         does not trade
(KMET) 524             receives (PATT23R) 1217         and sends to (RAZUL) 1639
(KMET) 526                         does not trade
(KMET) 527             receives (MIZIO) 1433           and sends to (RAZUL) 1628
(KMET) 529                         does not trade
(KMET) 530                         does not trade
(KMET) 531             receives (LISEK2000) 1162       and sends to (MEFIUG) 876
(KOLMOGOROV) 105                   does not trade
(KONRADSTPN) 1662                  does not trade
(KONRADSTPN) 334                   does not trade
(KONRADSTPN) 335                   does not trade
